Title,Organization,URL,Rating,Languages Available,Enroll Information,Taught Language,Difficulty,Type,Duration,Data Science Skills Count,Engineering and Programming Skills Count,Mathematical Theory and Problem Solving Skills Count,Skills Count,Quizzes,Assignments
"Influencing: Storytelling, Change Management and Governance",Macquarie University,https://www.coursera.org/specializations/influencing-storytelling-change-management,4.7,22,39947,English,Beginner,Specialization,3 - 6 Months,5,0,2,24,0,0
Modern Project Management Certificate,SkillUp EdTech,https://www.coursera.org/specializations/skillup-edtech-modern-project-management,4.6,24,3190,English,Beginner,Specialization,3 - 6 Months,1,0,0,5,0,0
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,4.7,22,952745,English,Beginner,Course,1 - 3 Months,6,2,0,10,0,4
Google Data Analytics Capstone: Complete a Case Study,Google,https://www.coursera.org/learn/google-data-analytics-capstone,4.8,11,528420,English,Beginner,Course,1 - 4 Weeks,4,0,1,21,5,0
Meta Marketing Science Certification Prep,Meta,https://www.coursera.org/specializations/meta-marketing-science-certification-prep,4.8,20,1616,English,Intermediate,Specialization,3 - 6 Months,0,0,0,1,0,0
Google Marketing Digital e E-Commerce,Google,https://www.coursera.org/professional-certificates/certificado-de-carrera-de-google-marketing-digital-e-e-commerce,4.8,0,56049,Spanish,Beginner,Professional Certificate,3 - 6 Months,1,0,1,7,0,0
Data Structures and Algorithms,University of California San Diego,https://www.coursera.org/specializations/data-structures-algorithms,4.6,22,347718,English,Intermediate,Specialization,3 - 6 Months,3,4,6,16,0,0
IBM Machine Learning,IBM,https://www.coursera.org/professional-certificates/ibm-machine-learning,4.6,22,69329,English,Intermediate,Professional Certificate,3 - 6 Months,8,4,1,25,0,0
Preparing for Google Cloud Certification: Cloud Data Engineer,Google Cloud,https://www.coursera.org/professional-certificates/gcp-data-engineering,4.6,0,98523,English,Intermediate,Professional Certificate,3 - 6 Months,9,6,1,23,0,0
AI Infrastructure and Operations Fundamentals,NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals,4.6,21,32372,English,Beginner,Course,1 - 4 Weeks,3,0,0,2,0,21
 System Administration and IT Infrastructure Services,Google,https://www.coursera.org/learn/system-administration-it-infrastructure-services,4.7,11,477299,English,Beginner,Course,1 - 3 Months,1,2,0,2,19,0
Data Science,Johns Hopkins University,https://www.coursera.org/specializations/jhu-data-science,4.5,24,493784,English,Beginner,Specialization,3 - 6 Months,11,4,3,49,0,0
"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud,https://www.coursera.org/specializations/gcp-data-machine-learning,4.6,0,120719,English,Intermediate,Specialization,3 - 6 Months,7,4,0,15,0,0
Pricing Strategy Optimization,University of Virginia,https://www.coursera.org/specializations/uva-darden-bcg-pricing-strategy,4.8,22,18227,English,Beginner,Specialization,3 - 6 Months,3,0,2,21,0,0
ISC2 Systems Security Certified Practitioner (SSCP),ISC2,https://www.coursera.org/specializations/sscp-training,4.9,0,21032,English,Beginner,Specialization,3 - 6 Months,1,5,0,22,0,0
Management of Fashion and Luxury Companies,Università Bocconi,https://www.coursera.org/learn/mafash,4.7,22,287310,English,Mixed,Course,1 - 3 Months,1,0,0,11,0,3
Build Wireframes and Low-Fidelity Prototypes,Google,https://www.coursera.org/learn/wireframes-low-fidelity-prototypes,4.9,11,329969,English,Beginner,Course,1 - 4 Weeks,1,0,0,3,10,3
Automate Cybersecurity Tasks with Python,Google,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,4.7,11,194121,English,Beginner,Course,1 - 4 Weeks,3,2,0,2,16,0
Renew your CBRS Professional Installer certification,Google - Spectrum Sharing,https://www.coursera.org/learn/google-cbrs-cpi-renewal,4.8,0,0,English,Advanced,Course,1 - 3 Months,1,0,0,5,0,12
Successful Negotiation: Essential Strategies and Skills,University of Michigan,https://www.coursera.org/learn/negotiation-skills,4.8,22,1600663,English,Beginner,Course,1 - 3 Months,1,0,0,1,0,5
Learning How to Learn: Powerful mental tools to help you master tough subjects,Deep Teaching Solutions,https://www.coursera.org/learn/learning-how-to-learn,4.8,22,3916776,English,Beginner,Course,1 - 4 Weeks,7,4,2,35,0,11
Análisis de Datos de Google,Google,https://www.coursera.org/professional-certificates/analisis-de-datos-de-google,4.7,11,2468706,English,Beginner,Professional Certificate,3 - 6 Months,8,2,0,6,0,0
AI for Good,DeepLearning.AI,https://www.coursera.org/specializations/ai-for-good,4.6,22,10745,English,Beginner,Specialization,1 - 3 Months,6,4,1,19,0,0
IBM Introduction to Machine Learning,IBM,https://www.coursera.org/specializations/ibm-intro-machine-learning,4.6,22,13519,English,Intermediate,Specialization,3 - 6 Months,4,4,0,11,0,0
IT Fundamentals for Cybersecurity,IBM,https://www.coursera.org/specializations/it-fundamentals-cybersecurity,4.5,24,58414,English,Beginner,Specialization,3 - 6 Months,7,3,4,26,0,0
Genomic Data Science,Johns Hopkins University,https://www.coursera.org/specializations/genomic-data-science,4.8,22,73102,English,Intermediate,Specialization,3 - 6 Months,3,2,1,3,0,0
Python 3 Programming,University of Michigan,https://www.coursera.org/specializations/python-3-programming,4.9,22,245497,English,Beginner,Specialization,3 - 6 Months,1,0,1,11,0,0
OKR Certification: Leadership and Goal Setting,Measure What Matters,https://www.coursera.org/learn/okr,4.7,22,35425,English,Beginner,Course,1 - 4 Weeks,1,0,0,10,0,14
Foundations of Data Science,Google,https://www.coursera.org/learn/foundations-of-data-science,4.7,11,180173,English,Advanced,Course,1 - 3 Months,3,0,0,4,19,0
Mental Health Care Fundamentals,MedCerts,https://www.coursera.org/specializations/mental-health-care-fundamentals,4.8,21,0,English,Beginner,Specialization,1 - 3 Months,1,0,0,3,0,0
Think Outside the Inbox: Email Marketing,Google,https://www.coursera.org/learn/think-outside-the-inbox,4.8,11,176662,English,Beginner,Course,1 - 3 Months,3,0,0,8,22,3
Convolutional Neural Networks,DeepLearning.AI,https://www.coursera.org/learn/convolutional-neural-networks,4.9,22,524617,English,Intermediate,Course,1 - 4 Weeks,6,2,0,11,0,4
Career Success,"University of California, Irvine",https://www.coursera.org/specializations/career-success,4.6,24,211367,English,Beginner,Specialization,3 - 6 Months,3,1,2,41,0,0
Put It to Work: Prepare for Cybersecurity Jobs,Google,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,4.8,11,169253,English,Beginner,Course,1 - 3 Months,4,2,0,4,20,0
AI Fundamentals for Non-Data Scientists,University of Pennsylvania,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,4.8,21,35079,English,Mixed,Course,1 - 3 Months,7,1,0,7,0,4
Global Procurement and Sourcing,Rutgers the State University of New Jersey,https://www.coursera.org/specializations/procurement-sourcing,4.7,22,31996,English,Beginner,Specialization,3 - 6 Months,1,0,0,5,0,0
Introduction to Social Media Marketing,Meta,https://www.coursera.org/learn/social-media-marketing-introduction,4.8,20,510815,English,Beginner,Course,1 - 3 Months,1,0,0,8,0,10
Cybersecurity for Everyone,"University of Maryland, College Park",https://www.coursera.org/learn/cybersecurity-for-everyone,4.7,22,405522,English,Beginner,Course,1 - 3 Months,1,2,1,10,0,6
Modern and Contemporary Art and Design,The Museum of Modern Art,https://www.coursera.org/specializations/modern-contemporary-art-design,4.8,22,62326,English,Beginner,Specialization,3 - 6 Months,1,0,1,3,0,0
Medical Neuroscience,Duke University,https://www.coursera.org/learn/medical-neuroscience,4.9,22,366960,English,Advanced,Course,3 - 6 Months,1,0,0,1,0,33
Structuring Machine Learning Projects,DeepLearning.AI,https://www.coursera.org/learn/machine-learning-projects,4.8,22,480152,English,Beginner,Course,1 - 4 Weeks,7,2,0,11,0,2
Preparing  Data for Analysis with Microsoft Excel,Microsoft,https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel,4.7,22,245783,English,Beginner,Course,1 - 4 Weeks,4,0,0,3,0,21
Geographic Information Systems  (GIS),"University of California, Davis",https://www.coursera.org/specializations/gis,4.8,22,97313,English,Beginner,Specialization,3 - 6 Months,5,1,1,11,0,0
Data Science: Foundations using R,Johns Hopkins University,https://www.coursera.org/specializations/data-science-foundations-r,4.6,22,109992,English,Beginner,Specialization,3 - 6 Months,9,3,2,32,0,0
"Brand Management: Aligning Business, Brand and Behaviour",University of London,https://www.coursera.org/learn/brand,4.9,22,461278,English,Beginner,Course,1 - 3 Months,1,0,0,3,0,5
Introduction to Cosmetic Science and Ingredients,Olay,https://www.coursera.org/specializations/introduction-to-cosmetic-science,4.7,7,9582,English,Beginner,Specialization,3 - 6 Months,4,2,0,6,0,0
Creating Business Value with Data and Looker,Google Cloud,https://www.coursera.org/specializations/creating-business-value-with-data-and-looker,4.7,0,9353,English,Intermediate,Specialization,3 - 6 Months,5,2,4,22,0,0
Methods and Statistics in Social Sciences,University of Amsterdam,https://www.coursera.org/specializations/social-science,4.6,24,106275,English,Beginner,Specialization,3 - 6 Months,1,0,0,6,0,0
UI / UX Design,California Institute of the Arts,https://www.coursera.org/specializations/ui-ux-design,4.7,22,196888,English,Beginner,Specialization,3 - 6 Months,1,0,0,3,0,0
Conduct UX Research and Test Early Concepts,Google,https://www.coursera.org/learn/conduct-ux-research,4.8,11,264147,English,Beginner,Course,1 - 4 Weeks,6,2,1,10,17,2
Sequence Models,DeepLearning.AI,https://www.coursera.org/learn/nlp-sequence-models,4.8,22,424858,English,Intermediate,Course,1 - 4 Weeks,4,0,1,5,0,4
Unilever Supply Chain Data Analyst,Unilever,https://www.coursera.org/professional-certificates/unilever-supply-chain-data-analyst,4.7,0,12460,English,Beginner,Professional Certificate,3 - 6 Months,0,0,0,1,0,0
Fundamentals of Quantitative Modeling,University of Pennsylvania,https://www.coursera.org/learn/wharton-quantitative-modeling,4.6,22,237666,English,Mixed,Course,1 - 4 Weeks,3,0,2,9,0,4
 IT Security: Defense against the digital dark arts ,Google,https://www.coursera.org/learn/it-security,4.8,11,431070,English,Beginner,Course,1 - 3 Months,1,0,0,3,29,3
AI Product Management,Duke University,https://www.coursera.org/specializations/ai-product-management-duke,4.7,22,36875,English,Beginner,Specialization,3 - 6 Months,7,2,1,19,0,0
Medical Terminology,Rice University,https://www.coursera.org/specializations/medicalterminology,4.9,21,23879,English,Beginner,Specialization,3 - 6 Months,1,0,0,1,0,0
Clinical Trials: Good Clinical Practice,Novartis,https://www.coursera.org/specializations/clinical-trials-good-clinical-practice,4.7,0,6399,English,Beginner,Specialization,1 - 3 Months,1,1,0,1,0,0
Human Resources Analytics,"University of California, Irvine",https://www.coursera.org/learn/human-resources-analytics,4.6,22,128203,English,Mixed,Course,1 - 4 Weeks,4,0,0,12,0,4
Digital Transformation Using AI/ML with Google Cloud,Google Cloud,https://www.coursera.org/specializations/digital-transformation-using-ai-ml-with-google-cloud,4.7,0,9764,English,Beginner,Specialization,1 - 3 Months,4,3,0,22,0,0
Machine Learning on Google Cloud,Google Cloud,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp,4.5,0,94762,English,Intermediate,Specialization,3 - 6 Months,11,5,1,27,0,0
Foundations of Data Structures and Algorithms,University of Colorado Boulder,https://www.coursera.org/specializations/boulder-data-structures-algorithms,4.6,22,32248,English,Advanced,Specialization,1 - 3 Months,4,3,5,12,0,0
Global Diplomacy – Diplomacy in the Modern World,University of London,https://www.coursera.org/learn/global-diplomacy,4.7,22,193452,English,Mixed,Course,1 - 3 Months,1,0,1,2,0,0
Microsoft Power BI and Power Platform for Productivity,Microsoft,https://www.coursera.org/specializations/microsoft-power-bi-and-power-platform-productivity,4.5,22,0,English,Beginner,Specialization,3 - 6 Months,5,0,0,4,0,0
The Art of Visual Storytelling,University of Colorado Boulder,https://www.coursera.org/specializations/the-art-of-visual-storytelling,4.6,22,10582,English,Beginner,Specialization,3 - 6 Months,1,0,0,3,0,0
Creative Writing,Wesleyan University,https://www.coursera.org/specializations/creative-writing,4.6,22,133644,English,Beginner,Specialization,3 - 6 Months,1,0,0,4,0,0
Financial Analysis - Skills for Success,University of Illinois Urbana-Champaign,https://www.coursera.org/specializations/financial-analysis-skills-for-success,4.7,21,16339,English,Beginner,Specialization,1 - 3 Months,3,0,0,15,0,0
"Product Ideation, Design, and Management","University of Maryland, College Park",https://www.coursera.org/specializations/product-ideation-design-and-management,4.5,21,20133,English,Beginner,Specialization,3 - 6 Months,1,1,0,28,0,0
Assess for Success: Marketing Analytics and Measurement,Google,https://www.coursera.org/learn/assess-for-success,4.6,11,160538,English,Beginner,Course,1 - 4 Weeks,3,0,0,7,13,15
Organizational Analysis ,Stanford University,https://www.coursera.org/learn/organizational-analysis,4.6,22,193780,English,Beginner,Course,1 - 3 Months,1,0,0,10,0,11
Primeros Auxilios Psicológicos (PAP),Universitat Autònoma de Barcelona,https://www.coursera.org/learn/pap,4.8,0,550799,Spanish,Mixed,Course,1 - 3 Months,1,0,0,11,0,5
Introduction to Marketing,University of Pennsylvania,https://www.coursera.org/learn/wharton-marketing,4.8,22,409161,English,Mixed,Course,1 - 3 Months,1,0,0,1,0,4
Instructional Design Foundations and Applications,University of Illinois Urbana-Champaign,https://www.coursera.org/learn/instructional-design-foundations-applications,4.0,22,59414,English,Mixed,Course,1 - 3 Months,5,0,4,29,0,5
Microsoft UX Design,Microsoft,https://www.coursera.org/professional-certificates/ux-design,4.6,3,9268,English,Beginner,Professional Certificate,3 - 6 Months,4,4,0,15,0,0
Six Sigma Green Belt,Kennesaw State University,https://www.coursera.org/specializations/six-sigma-green-belt,4.7,22,72724,English,Intermediate,Specialization,3 - 6 Months,10,2,0,12,0,0
Vertex AI Search for Retail,Google Cloud,https://www.coursera.org/specializations/vertex-ai-search-for-retail,4.6,0,0,English,Beginner,Specialization,3 - 6 Months,0,0,0,1,0,0
Introduction to Data Analytics,IBM,https://www.coursera.org/learn/introduction-to-data-analytics,4.8,24,623059,English,Beginner,Course,1 - 3 Months,0,0,0,1,12,6
Become an EMT,University of Colorado System,https://www.coursera.org/specializations/become-an-emt,4.8,24,41665,English,Beginner,Specialization,3 - 6 Months,1,0,0,2,0,0
Amazon Junior Software Developer,Amazon,https://www.coursera.org/professional-certificates/amazon-junior-software-developer,4.7,0,5654,English,Beginner,Professional Certificate,3 - 6 Months,3,6,0,5,0,0
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Yale University,https://www.coursera.org/learn/negotiation,4.8,22,634556,English,Mixed,Course,1 - 3 Months,1,0,2,3,0,11
Applied Data Science with Python,University of Michigan,https://www.coursera.org/specializations/data-science-python,4.5,22,427016,English,Intermediate,Specialization,3 - 6 Months,10,3,2,31,0,0
Healthcare Law,University of Pennsylvania,https://www.coursera.org/specializations/healthcare-law,4.8,21,10154,English,Intermediate,Specialization,3 - 6 Months,2,0,1,10,0,0
"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,https://www.coursera.org/specializations/html-css-javascript-for-web-developers,4.7,22,10225,English,Beginner,Specialization,1 - 3 Months,1,4,0,4,0,0
Developing Mobile Apps with React Native,IBM,https://www.coursera.org/specializations/developing-mobile-apps-with-react-native,4.4,24,0,English,Beginner,Specialization,3 - 6 Months,2,5,0,5,0,0
Self-Driving Cars,University of Toronto,https://www.coursera.org/specializations/self-driving-cars,4.7,22,76489,English,Advanced,Specialization,3 - 6 Months,7,5,6,22,0,0
Health Informatics,Johns Hopkins University,https://www.coursera.org/specializations/health-informatics,4.4,22,32081,English,Beginner,Specialization,3 - 6 Months,6,3,1,20,0,0
Game Theory,Stanford University,https://www.coursera.org/learn/game-theory-1,4.6,22,541478,English,Beginner,Course,1 - 3 Months,2,0,4,6,0,15
Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,https://www.coursera.org/learn/neurobiology,4.9,22,363755,English,Beginner,Course,1 - 3 Months,3,1,0,10,9,0
Work Smarter with Microsoft Word,Microsoft,https://www.coursera.org/learn/microsoft-word-work-smarter,4.7,22,129674,English,Beginner,Course,1 - 3 Months,0,0,0,1,0,35
